
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
19:52:08	-15,1	-1,062	-0,974	-0,729	-2,189	-0,859	-0,627	-1,523	-0,793	-0,480	-0,494	-0,451	-0,469	-5,368	-1,438	-0,795	-1,331	
19:53:08	-14,8	0,037	-0,075	0,099	-1,520	-0,207	-0,019	-0,887	-0,108	-0,116	-0,096	-0,105	-0,101	-4,941	-0,949	-0,149	-0,527	
19:54:08	-14,8	0,947	0,704	0,828	-0,890	0,390	0,563	-0,325	0,480	0,173	0,238	0,210	0,183	-4,618	-0,506	0,393	0,143	
19:55:08	-15,0	1,514	1,226	1,324	-0,409	0,781	0,941	0,057	0,865	0,309	0,369	0,352	0,309	-4,495	-0,263	0,729	0,534	
19:56:08	-15,4	1,773	1,517	1,597	-0,173	1,028	1,166	0,236	1,071	0,318	0,391	0,383	0,374	-4,491	-0,172	0,902	0,705	
19:57:08	-15,8	1,813	1,570	1,640	-0,124	1,078	1,234	0,281	1,085	0,254	0,312	0,320	0,328	-4,597	-0,166	0,929	0,682	
19:58:08	-16,1	0,873	0,891	1,020	-0,621	0,560	0,759	-0,183	0,491	-0,066	-0,028	0,012	0,025	-4,965	-0,568	0,369	-0,029	
19:59:08	-16,2	-0,167	-0,003	0,202	-1,318	-0,097	0,127	-0,818	-0,155	-0,407	-0,407	-0,350	-0,330	-5,347	-1,048	-0,251	-0,789	
20:00:08	-16,1	-0,964	-0,705	-0,481	-1,938	-0,657	-0,405	-1,374	-0,702	-0,625	-0,638	-0,577	-0,558	-5,613	-1,429	-0,733	-1,349	
20:01:08	-15,8	-1,448	-1,165	-0,905	-2,339	-1,020	-0,718	-1,701	-1,025	-0,716	-0,733	-0,671	-0,676	-5,681	-1,648	-0,993	-1,681	
20:02:08	-15,3	-1,467	-1,259	-0,994	-2,430	-1,100	-0,815	-1,789	-1,052	-0,630	-0,669	-0,614	-0,640	-5,631	-1,683	-1,044	-1,717	
20:03:08	-14,9	-0,948	-0,866	-0,633	-2,164	-0,808	-0,572	-1,511	-0,735	-0,421	-0,427	-0,408	-0,430	-5,357	-1,443	-0,715	-1,291	
20:04:08	-14,7	0,217	0,059	0,235	-1,441	-0,165	0,081	-0,891	-0,016	-0,043	-0,013	-0,035	-0,058	-4,899	-0,922	-0,075	-0,421	
20:05:08	-14,7	1,052	0,821	0,923	-0,797	0,451	0,645	-0,315	0,554	0,209	0,269	0,235	0,186	-4,646	-0,543	0,421	0,176	
20:06:08	-14,9	1,555	1,277	1,360	-0,416	0,816	1,005	0,055	0,909	0,328	0,421	0,367	0,340	-4,488	-0,287	0,778	0,537	
20:07:08	-15,3	1,776	1,558	1,602	-0,187	1,021	1,184	0,203	1,094	0,307	0,398	0,360	0,353	-4,540	-0,195	0,905	0,675	
20:08:08	-15,7	1,860	1,617	1,683	-0,151	1,089	1,228	0,252	1,096	0,259	0,321	0,317	0,323	-4,630	-0,205	0,904	0,660	
20:09:08	-16,0	0,933	0,946	1,060	-0,633	0,593	0,785	-0,222	0,552	-0,056	-0,016	0,022	0,046	-5,006	-0,623	0,420	-0,023	
20:10:08	-16,2	-0,093	0,083	0,225	-1,364	-0,068	0,176	-0,876	-0,119	-0,407	-0,384	-0,357	-0,320	-5,375	-1,102	-0,214	-0,782	
20:11:08	-16,0	-0,930	-0,694	-0,471	-1,944	-0,647	-0,370	-1,384	-0,697	-0,644	-0,610	-0,562	-0,547	-5,653	-1,469	-0,700	-1,376	
20:12:08	-15,7	-1,396	-1,119	-0,856	-2,346	-0,986	-0,718	-1,742	-0,985	-0,714	-0,719	-0,635	-0,648	-5,745	-1,672	-0,986	-1,698	
20:13:08	-15,3	-1,404	-1,198	-0,941	-2,416	-1,070	-0,786	-1,795	-1,025	-0,636	-0,649	-0,596	-0,628	-5,644	-1,692	-1,001	-1,680	
20:14:08	-14,9	-0,714	-0,707	-0,483	-2,066	-0,696	-0,451	-1,447	-0,614	-0,352	-0,343	-0,352	-0,384	-5,347	-1,409	-0,608	-1,157	
20:15:08	-14,7	0,372	0,181	0,367	-1,368	-0,034	0,185	-0,813	0,085	-0,006	0,036	-0,003	-0,032	-4,932	-0,895	0,064	-0,341	
20:16:08	-14,8	1,156	0,903	1,035	-0,779	0,514	0,740	-0,292	0,608	0,241	0,300	0,278	0,229	-4,668	-0,554	0,523	0,227	
20:17:08	-15,0	1,613	1,340	1,430	-0,380	0,852	1,048	-0,004	0,921	0,303	0,365	0,337	0,346	-4,585	-0,316	0,817	0,533	
20:18:08	-15,4	1,805	1,583	1,625	-0,220	1,042	1,222	0,162	1,083	0,302	0,380	0,364	0,357	-4,638	-0,246	0,944	0,672	
20:19:08	-15,8	1,869	1,640	1,707	-0,121	1,078	1,265	0,185	1,100	0,209	0,300	0,308	0,307	-4,719	-0,274	0,938	0,640	
20:20:08	-16,2	0,968	0,964	1,092	-0,628	0,614	0,826	-0,274	0,589	-0,063	-0,025	0,026	-0,001	-5,075	-0,662	0,422	-0,039	
20:21:08	-16,3	-0,097	0,109	0,297	-1,338	-0,062	0,174	-0,904	-0,114	-0,417	-0,392	-0,350	-0,337	-5,482	-1,151	-0,200	-0,816	
20:22:08	-16,2	-0,901	-0,668	-0,443	-1,966	-0,624	-0,369	-1,426	-0,673	-0,627	-0,636	-0,568	-0,570	-5,721	-1,521	-0,688	-1,422	
20:23:08	-15,9	-1,383	-1,125	-0,873	-2,364	-0,999	-0,717	-1,782	-1,005	-0,717	-0,749	-0,656	-0,665	-5,860	-1,755	-0,995	-1,751	
20:24:08	-15,5	-1,431	-1,215	-0,948	-2,517	-1,089	-0,795	-1,875	-1,052	-0,629	-0,681	-0,619	-0,642	-5,776	-1,786	-1,032	-1,806	
20:25:08	-15,1	-1,041	-0,951	-0,706	-2,282	-0,891	-0,621	-1,659	-0,806	-0,459	-0,469	-0,424	-0,493	-5,553	-1,595	-0,772	-1,446	
20:26:08	-14,8	0,046	-0,086	0,095	-1,604	-0,278	-0,023	-1,056	-0,116	-0,120	-0,067	-0,099	-0,137	-5,124	-1,106	-0,163	-0,650	
20:27:08	-14,8	0,936	0,717	0,837	-0,981	0,368	0,551	-0,497	0,495	0,194	0,234	0,192	0,148	-4,831	-0,704	0,369	-0,003	
20:28:08	-15,0	1,500	1,256	1,318	-0,533	0,745	0,962	-0,132	0,864	0,310	0,372	0,340	0,296	-4,722	-0,445	0,713	0,379	
20:29:08	-15,3	1,775	1,518	1,565	-0,291	0,984	1,178	0,089	1,064	0,297	0,392	0,371	0,341	-4,683	-0,333	0,889	0,573	
20:30:08	-15,7	1,880	1,615	1,693	-0,191	1,082	1,256	0,178	1,122	0,252	0,322	0,307	0,301	-4,770	-0,341	0,927	0,629	
20:31:08	-16,1	1,359	1,290	1,371	-0,432	0,816	1,044	-0,121	0,788	0,053	0,105	0,130	0,134	-5,018	-0,553	0,623	0,182	
20:32:08	-16,3	0,265	0,391	0,560	-1,148	0,190	0,413	-0,726	0,155	-0,288	-0,275	-0,224	-0,238	-5,408	-1,024	0,024	-0,584	
20:33:08	-16,3	-0,621	-0,380	-0,196	-1,782	-0,436	-0,159	-1,305	-0,479	-0,562	-0,547	-0,480	-0,521	-5,718	-1,451	-0,544	-1,236	
20:34:08	-16,1	-1,285	-0,963	-0,746	-2,329	-0,880	-0,595	-1,745	-0,889	-0,671	-0,718	-0,653	-0,642	-5,874	-1,754	-0,886	-1,692	
20:35:08	-15,7	-1,440	-1,201	-0,960	-2,505	-1,111	-0,764	-1,900	-1,054	-0,682	-0,703	-0,640	-0,641	-5,886	-1,821	-1,009	-1,791	
20:36:08	-15,2	-1,362	-1,185	-0,922	-2,519	-1,108	-0,781	-1,911	-0,979	-0,553	-0,594	-0,523	-0,554	-5,749	-1,767	-0,948	-1,735	
20:37:08	-14,9	-0,650	-0,633	-0,420	-2,102	-0,674	-0,411	-1,511	-0,554	-0,312	-0,302	-0,290	-0,325	-5,400	-1,451	-0,562	-1,164	
20:38:08	-14,7	0,447	0,279	0,410	-1,391	-0,034	0,226	-0,879	0,163	0,049	0,086	0,062	0,024	-5,018	-1,002	0,059	-0,397	
20:39:08	-14,8	1,195	0,962	1,050	-0,828	0,527	0,741	-0,395	0,656	0,249	0,326	0,273	0,238	-4,804	-0,636	0,569	0,196	
20:40:08	-15,0	1,634	1,362	1,485	-0,466	0,829	1,044	-0,080	0,981	0,336	0,393	0,357	0,324	-4,690	-0,434	0,809	0,455	
20:41:08	-15,4	1,842	1,575	1,661	-0,266	1,022	1,223	0,070	1,108	0,323	0,375	0,358	0,358	-4,757	-0,356	0,922	0,576	
20:42:08	-15,8	1,875	1,646	1,720	-0,224	1,060	1,258	0,095	1,099	0,234	0,313	0,315	0,300	-4,829	-0,363	0,938	0,557	
20:43:08	-16,2	0,998	1,005	1,104	-0,718	0,610	0,827	-0,352	0,601	-0,053	-0,022	0,030	0,028	-5,192	-0,751	0,444	-0,099	
20:44:08	-16,3	-0,033	0,142	0,288	-1,413	-0,053	0,226	-0,985	-0,091	-0,384	-0,379	-0,328	-0,335	-5,567	-1,221	-0,190	-0,846	
20:45:08	-16,2	-0,883	-0,622	-0,389	-2,008	-0,635	-0,348	-1,523	-0,638	-0,597	-0,631	-0,553	-0,555	-5,841	-1,592	-0,659	-1,433	
20:46:08	-15,9	-1,359	-1,100	-0,866	-2,431	-0,992	-0,680	-1,863	-0,967	-0,679	-0,718	-0,617	-0,658	-5,923	-1,831	-0,931	-1,778	
20:47:08	-15,5	-1,433	-1,208	-0,952	-2,521	-1,119	-0,782	-1,961	-1,030	-0,624	-0,655	-0,584	-0,624	-5,867	-1,850	-0,983	-1,859	
20:48:08	-15,1	-1,252	-1,099	-0,858	-2,498	-1,056	-0,707	-1,871	-0,916	-0,522	-0,520	-0,481	-0,514	-5,734	-1,763	-0,898	-1,715	
20:49:08	-14,7	-0,443	-0,477	-0,258	-1,972	-0,569	-0,284	-1,464	-0,419	-0,213	-0,201	-0,178	-0,239	-5,366	-1,424	-0,413	-1,032	
20:50:08	-14,6	0,602	0,417	0,562	-1,305	0,079	0,358	-0,823	0,260	0,102	0,163	0,123	0,088	-5,010	-0,939	0,187	-0,307	
20:51:08	-14,8	1,316	1,065	1,150	-0,758	0,593	0,837	-0,365	0,750	0,291	0,361	0,333	0,270	-4,803	-0,643	0,615	0,182	
20:52:08	-15,0	1,698	1,444	1,516	-0,437	0,898	1,116	-0,068	0,987	0,340	0,392	0,371	0,324	-4,740	-0,488	0,849	0,470	
20:53:08	-15,4	1,855	1,620	1,674	-0,270	1,034	1,250	0,043	1,111	0,281	0,367	0,320	0,312	-4,788	-0,412	0,945	0,533	
20:54:08	-15,9	1,850	1,625	1,703	-0,256	1,014	1,245	0,022	1,101	0,184	0,258	0,283	0,264	-4,911	-0,467	0,888	0,457	
20:55:08	-16,2	0,899	0,934	1,036	-0,809	0,548	0,794	-0,451	0,512	-0,099	-0,080	-0,047	-0,040	-5,276	-0,893	0,372	-0,238	
20:56:08	-16,3	-0,151	0,066	0,210	-1,497	-0,121	0,157	-1,089	-0,134	-0,427	-0,415	-0,357	-0,343	-5,632	-1,326	-0,234	-0,955	
20:57:08	-16,2	-0,940	-0,700	-0,470	-2,109	-0,685	-0,391	-1,597	-0,668	-0,625	-0,632	-0,536	-0,565	-5,885	-1,656	-0,690	-1,503	
20:58:08	-15,9	-1,373	-1,109	-0,864	-2,471	-1,023	-0,697	-1,931	-0,997	-0,681	-0,694	-0,605	-0,651	-5,984	-1,888	-0,924	-1,806	
20:59:09	-15,5	-1,420	-1,189	-0,942	-2,574	-1,112	-0,741	-2,008	-1,024	-0,605	-0,616	-0,576	-0,616	-5,903	-1,865	-0,953	-1,839	
21:00:09	-15,1	-1,299	-1,138	-0,873	-2,541	-1,057	-0,733	-1,957	-0,934	-0,504	-0,510	-0,444	-0,491	-5,756	-1,827	-0,885	-1,713	
21:01:09	-14,7	-0,587	-0,603	-0,395	-2,131	-0,679	-0,372	-1,576	-0,522	-0,275	-0,267	-0,227	-0,271	-5,469	-1,499	-0,478	-1,203	
21:02:09	-14,5	0,454	0,286	0,439	-1,444	-0,035	0,248	-0,979	0,164	0,075	0,115	0,091	0,036	-5,078	-1,073	0,112	-0,452	
21:03:09	-14,6	1,232	0,980	1,103	-0,875	0,501	0,762	-0,465	0,665	0,263	0,337	0,297	0,249	-4,841	-0,742	0,562	0,076	
21:04:09	-14,9	1,664	1,393	1,489	-0,495	0,819	1,088	-0,148	0,993	0,351	0,421	0,377	0,334	-4,757	-0,522	0,823	0,413	
21:05:09	-15,3	1,863	1,607	1,695	-0,326	1,010	1,231	-0,010	1,086	0,325	0,393	0,370	0,359	-4,783	-0,451	0,931	0,543	
21:06:09	-15,7	1,960	1,684	1,745	-0,220	1,078	1,302	0,075	1,159	0,256	0,333	0,310	0,321	-4,859	-0,459	0,962	0,562	
21:07:09	-16,1	1,443	1,354	1,449	-0,493	0,821	1,070	-0,216	0,860	0,052	0,106	0,157	0,111	-5,139	-0,682	0,664	0,111	
21:08:09	-16,3	0,369	0,480	0,643	-1,198	0,186	0,480	-0,831	0,159	-0,300	-0,249	-0,223	-0,209	-5,541	-1,184	0,063	-0,661	
21:09:09	-16,3	-0,588	-0,330	-0,160	-1,856	-0,433	-0,127	-1,428	-0,434	-0,569	-0,553	-0,480	-0,476	-5,878	-1,550	-0,487	-1,306	
21:10:09	-16,1	-1,203	-0,946	-0,675	-2,350	-0,891	-0,557	-1,830	-0,867	-0,678	-0,698	-0,619	-0,654	-5,996	-1,844	-0,831	-1,737	
21:11:09	-15,7	-1,379	-1,146	-0,910	-2,553	-1,091	-0,750	-2,037	-1,000	-0,642	-0,649	-0,613	-0,634	-5,992	-1,931	-0,950	-1,878	
21:12:09	-15,3	-1,347	-1,142	-0,911	-2,584	-1,080	-0,757	-2,042	-0,978	-0,578	-0,556	-0,522	-0,585	-5,878	-1,907	-0,953	-1,866	
21:13:09	-14,9	-1,108	-0,956	-0,731	-2,450	-0,975	-0,626	-1,886	-0,813	-0,400	-0,447	-0,375	-0,444	-5,709	-1,785	-0,762	-1,648	
21:14:09	-14,7	-0,096	-0,193	0,018	-1,867	-0,410	-0,094	-1,357	-0,207	-0,097	-0,073	-0,088	-0,178	-5,348	-1,366	-0,225	-0,925	
21:15:09	-14,6	0,860	0,638	0,754	-1,190	0,224	0,486	-0,771	0,412	0,170	0,229	0,190	0,113	-5,017	-0,953	0,343	-0,265	
21:16:09	-14,8	1,439	1,185	1,266	-0,728	0,635	0,907	-0,359	0,832	0,307	0,374	0,326	0,287	-4,857	-0,680	0,695	0,170	
21:17:09	-15,1	1,787	1,501	1,571	-0,434	0,912	1,156	-0,141	1,045	0,311	0,378	0,341	0,283	-4,839	-0,576	0,861	0,342	
21:18:09	-15,5	1,886	1,650	1,737	-0,319	1,011	1,261	-0,043	1,117	0,279	0,311	0,308	0,266	-4,922	-0,534	0,914	0,437	
21:19:09	-15,9	1,770	1,568	1,650	-0,342	0,969	1,242	-0,096	1,060	0,160	0,215	0,217	0,216	-5,056	-0,610	0,809	0,290	
21:20:09	-16,2	0,779	0,842	0,938	-0,920	0,433	0,732	-0,633	0,442	-0,160	-0,136	-0,084	-0,100	-5,420	-1,028	0,301	-0,392	
21:21:09	-16,3	-0,209	-0,007	0,187	-1,626	-0,210	0,135	-1,204	-0,220	-0,465	-0,451	-0,391	-0,404	-5,800	-1,459	-0,283	-1,106	
21:22:09	-16,2	-0,982	-0,702	-0,481	-2,203	-0,721	-0,389	-1,726	-0,700	-0,661	-0,663	-0,569	-0,598	-6,000	-1,793	-0,702	-1,616	
21:23:09	-15,9	-1,370	-1,125	-0,864	-2,549	-1,048	-0,689	-2,015	-0,964	-0,687	-0,694	-0,594	-0,645	-6,068	-1,976	-0,937	-1,887	
21:24:09	-15,5	-1,376	-1,176	-0,913	-2,629	-1,139	-0,749	-2,107	-1,007	-0,621	-0,629	-0,567	-0,602	-6,017	-1,963	-0,937	-1,880	
21:25:09	-15,1	-1,291	-1,122	-0,881	-2,590	-1,121	-0,717	-2,042	-0,947	-0,494	-0,509	-0,435	-0,512	-5,865	-1,913	-0,883	-1,829	
21:26:09	-14,7	-0,740	-0,699	-0,467	-2,278	-0,798	-0,440	-1,768	-0,625	-0,286	-0,282	-0,252	-0,338	-5,620	-1,658	-0,553	-1,394	
21:27:09	-14,5	0,360	0,177	0,337	-1,583	-0,149	0,175	-1,140	0,032	0,033	0,075	0,066	-0,025	-5,214	-1,240	0,016	-0,668	
21:28:09	-14,6	1,170	0,900	1,000	-0,990	0,388	0,701	-0,618	0,617	0,256	0,320	0,267	0,187	-4,968	-0,865	0,496	-0,082	
21:29:09	-14,8	1,620	1,348	1,434	-0,600	0,778	1,070	-0,277	0,952	0,326	0,395	0,350	0,302	-4,867	-0,664	0,790	0,252	
21:30:09	-15,2	1,847	1,615	1,674	-0,386	0,964	1,260	-0,116	1,099	0,305	0,378	0,351	0,314	-4,878	-0,580	0,907	0,400	
21:31:09	-15,6	1,969	1,696	1,775	-0,297	1,041	1,310	-0,058	1,141	0,266	0,303	0,297	0,289	-4,970	-0,573	0,946	0,430	
21:32:09	-16,0	1,325	1,253	1,352	-0,627	0,718	1,003	-0,383	0,759	0,027	0,058	0,086	0,064	-5,279	-0,877	0,608	-0,096	
21:33:09	-16,2	0,259	0,387	0,507	-1,322	0,084	0,407	-0,957	0,094	-0,329	-0,307	-0,216	-0,287	-5,669	-1,356	-0,009	-0,833	
21:34:09	-16,2	-0,623	-0,390	-0,167	-1,982	-0,514	-0,157	-1,534	-0,489	-0,581	-0,550	-0,501	-0,540	-5,941	-1,697	-0,512	-1,432	
21:35:09	-16,0	-1,225	-0,967	-0,694	-2,446	-0,949	-0,556	-1,945	-0,864	-0,681	-0,689	-0,606	-0,642	-6,088	-1,947	-0,830	-1,810	
21:36:09	-15,6	-1,367	-1,136	-0,892	-2,627	-1,127	-0,721	-2,137	-1,013	-0,655	-0,663	-0,569	-0,634	-6,074	-2,018	-0,917	-1,924	
21:37:09	-15,2	-1,315	-1,140	-0,880	-2,666	-1,098	-0,734	-2,105	-0,961	-0,536	-0,536	-0,474	-0,534	-5,942	-1,979	-0,889	-1,898	
21:38:09	-14,8	-1,105	-0,980	-0,729	-2,516	-1,017	-0,613	-1,985	-0,812	-0,405	-0,400	-0,360	-0,450	-5,794	-1,865	-0,746	-1,724	
21:39:09	-14,5	-0,177	-0,255	-0,066	-1,975	-0,476	-0,141	-1,506	-0,250	-0,093	-0,060	-0,067	-0,180	-5,437	-1,482	-0,260	-1,049	
21:40:09	-14,5	0,804	0,593	0,703	-1,272	0,136	0,480	-0,870	0,360	0,149	0,227	0,192	0,098	-5,084	-1,068	0,281	-0,355	
21:41:09	-14,6	1,436	1,152	1,262	-0,818	0,592	0,894	-0,447	0,797	0,310	0,381	0,321	0,288	-4,910	-0,779	0,667	0,084	
21:42:09	-15,0	1,786	1,498	1,587	-0,473	0,878	1,149	-0,212	1,018	0,325	0,402	0,389	0,297	-4,860	-0,657	0,867	0,309	
21:43:09	-15,4	1,928	1,667	1,727	-0,349	0,998	1,284	-0,114	1,148	0,294	0,355	0,326	0,278	-4,961	-0,586	0,924	0,403	
21:44:09	-15,8	1,601	1,464	1,567	-0,481	0,865	1,147	-0,261	0,958	0,110	0,181	0,164	0,144	-5,153	-0,800	0,718	0,048	
21:45:09	-16,1	0,574	0,645	0,762	-1,152	0,275	0,581	-0,802	0,322	-0,245	-0,175	-0,143	-0,188	-5,564	-1,220	0,140	-0,649	
21:46:09	-16,1	-0,366	-0,161	0,040	-1,787	-0,348	0,025	-1,426	-0,319	-0,511	-0,496	-0,422	-0,460	-5,914	-1,630	-0,372	-1,298	
21:47:09	-15,9	-1,077	-0,785	-0,564	-2,341	-0,853	-0,449	-1,883	-0,774	-0,647	-0,649	-0,561	-0,610	-6,090	-1,921	-0,743	-1,760	
21:48:09	-15,6	-1,348	-1,082	-0,824	-2,586	-1,079	-0,702	-2,109	-0,945	-0,645	-0,665	-0,575	-0,665	-6,122	-2,049	-0,917	-1,932	
21:49:09	-15,2	-1,320	-1,117	-0,895	-2,631	-1,133	-0,712	-2,127	-0,973	-0,547	-0,580	-0,506	-0,594	-6,009	-2,024	-0,900	-1,957	
21:50:09	-14,8	-1,206	-1,038	-0,803	-2,613	-1,090	-0,661	-2,075	-0,892	-0,425	-0,450	-0,396	-0,481	-5,886	-1,941	-0,816	-1,841	
21:51:09	-14,5	-0,516	-0,532	-0,324	-2,215	-0,691	-0,298	-1,705	-0,478	-0,230	-0,215	-0,215	-0,297	-5,585	-1,672	-0,451	-1,307	
21:52:09	-14,4	0,527	0,347	0,493	-1,513	-0,058	0,287	-1,089	0,199	0,081	0,155	0,099	-0,006	-5,210	-1,239	0,134	-0,592	
21:53:09	-14,5	1,274	0,998	1,122	-0,963	0,443	0,805	-0,613	0,704	0,257	0,337	0,293	0,214	-4,999	-0,899	0,570	-0,086	
21:54:09	-14,8	1,709	1,445	1,505	-0,595	0,804	1,107	-0,311	1,006	0,320	0,396	0,355	0,266	-4,938	-0,738	0,799	0,182	
